Forage: 19, 18, 22, 19, 16, 19, 14, 14, 12, 13, 11, 12
Forage: 20, 14, 19, 17, 17, 17, 14, 14, 15, 12, 12, 12
Forage: 19, 18, 15, 18, 19, 13, 17, 14, 17, 10, 15, 8
Forage: 16, 19, 17, 17, 17, 13, 16, 14, 16, 16, 11, 12
Forage: 20, 22, 20, 14, 18, 16, 14, 15, 11, 16, 10, 12
Forage: 15, 19, 16, 19, 18, 18, 14, 12, 16, 13, 12, 14
Forage: 16, 22, 18, 18, 18, 12, 16, 14, 11, 15, 11, 15
Forage: 16, 16, 17, 24, 13, 16, 16, 12, 15, 16, 14, 10
Forage: 17, 14, 15, 13, 20, 17, 16, 15, 13, 14, 14, 9
Forage: 17, 19, 16, 23, 17, 18, 15, 9, 15, 12, 15, 13
Forage: 15, 22, 21, 17, 16, 15, 14, 14, 15, 11, 13, 9
Forage: 12, 20, 17, 16, 21, 15, 16, 16, 10, 13, 13, 11
Forage: 15, 18, 19, 19, 18, 17, 14, 12, 15, 12, 15, 12
Forage: 19, 19, 17, 17, 17, 18, 13, 15, 18, 13, 11, 11
Forage: 18, 18, 17, 16, 14, 17, 16, 16, 17, 10, 9, 14
Forage: 16, 18, 18, 22, 14, 15, 16, 15, 13, 11, 9, 16
Forage: 15, 17, 19, 18, 18, 12, 17, 13, 16, 14, 15, 10
Forage: 19, 17, 17, 20, 16, 19, 14, 14, 14, 14, 15, 11
Forage: 15, 20, 20, 17, 18, 16, 16, 16, 13, 15, 13, 11
Forage: 18, 17, 22, 16, 16, 14, 19, 14, 12, 9, 16, 10
Forage: 19, 18, 15, 17, 14, 16, 15, 13, 15, 13, 13, 9
Forage: 16, 17, 16, 17, 13, 20, 13, 13, 15, 12, 12, 15
Forage: 18, 20, 17, 17, 19, 19, 14, 15, 15, 14, 13, 6
Forage: 18, 22, 17, 18, 19, 15, 16, 16, 16, 13, 10, 10
Forage: 19, 17, 20, 17, 15, 19, 16, 15, 11, 13, 13, 15
Forage: 17, 20, 17, 17, 17, 16, 14, 11, 14, 14, 16, 15
Forage: 13, 19, 19, 18, 17, 16, 16, 15, 12, 16, 12, 11
Forage: 19, 19, 19, 18, 17, 15, 16, 18, 14, 13, 14, 12
Forage: 19, 18, 15, 19, 18, 15, 18, 14, 14, 16, 12, 11
Forage: 15, 20, 17, 18, 18, 16, 15, 14, 17, 11, 14, 11
Forage: 22, 20, 18, 19, 15, 13, 17, 14, 14, 17, 13, 14
Forage: 16, 23, 19, 20, 18, 12, 18, 13, 18, 12, 10, 10
Forage: 19, 16, 18, 15, 15, 14, 17, 13, 12, 14, 13, 12
Forage: 16, 17, 19, 18, 18, 18, 15, 9, 16, 14, 13, 14
Forage: 16, 22, 20, 14, 20, 14, 12, 13, 15, 10, 16, 10
Forage: 15, 19, 16, 17, 16, 12, 18, 13, 14, 15, 11, 11
Forage: 12, 18, 17, 18, 14, 15, 19, 13, 12, 17, 15, 14
Forage: 15, 16, 18, 19, 13, 18, 14, 14, 15, 12, 15, 11
Forage: 14, 23, 15, 21, 16, 10, 15, 13, 18, 14, 10, 10
Forage: 18, 19, 16, 15, 15, 11, 14, 16, 17, 12, 12, 11
Forage: 17, 20, 21, 17, 15, 17, 13, 16, 11, 13, 13, 9
Forage: 16, 21, 16, 16, 16, 18, 16, 13, 13, 16, 14, 11
Forage: 15, 19, 18, 18, 17, 17, 13, 13, 17, 11, 12, 13
Forage: 19, 11, 22, 12, 17, 14, 15, 16, 12, 15, 15, 13
Forage: 17, 20, 16, 22, 16, 16, 15, 17, 14, 13, 14, 8
Forage: 16, 20, 16, 18, 13, 18, 16, 13, 11, 13, 15, 11
Forage: 15, 19, 17, 18, 19, 15, 15, 15, 16, 12, 10, 12
Forage: 21, 16, 17, 22, 14, 17, 16, 11, 15, 12, 17, 7
Forage: 17, 21, 19, 17, 14, 18, 17, 15, 15, 13, 13, 10
