Forage: 10, 11, 14, 8, 10, 11, 10, 11, 10, 6, 8, 9
Forage: 18, 16, 10, 15, 10, 10, 11, 11, 7, 10, 6, 7
Forage: 9, 17, 12, 12, 12, 10, 12, 8, 12, 8, 12, 9
Forage: 13, 14, 12, 11, 9, 13, 8, 8, 13, 8, 9, 8
Forage: 10, 16, 15, 11, 13, 12, 9, 11, 11, 11, 10, 7
Forage: 9, 12, 13, 10, 13, 10, 11, 8, 8, 7, 8, 8
Forage: 17, 15, 16, 15, 15, 13, 11, 10, 9, 8, 14, 14
Forage: 16, 17, 9, 14, 10, 11, 7, 11, 8, 9, 7, 6
Forage: 16, 17, 12, 13, 8, 11, 11, 9, 10, 10, 5, 9
Forage: 14, 9, 11, 10, 13, 8, 12, 8, 9, 7, 11, 4
Forage: 10, 14, 8, 11, 12, 11, 10, 8, 10, 11, 8, 9
Forage: 9, 12, 11, 11, 9, 13, 10, 10, 11, 4, 9, 9
Forage: 7, 13, 13, 12, 12, 10, 10, 11, 13, 11, 7, 11
Forage: 13, 15, 11, 11, 11, 15, 8, 14, 7, 13, 9, 4
Forage: 9, 15, 13, 16, 11, 10, 9, 10, 6, 16, 8, 7
Forage: 11, 12, 14, 14, 8, 11, 9, 12, 10, 7, 9, 6
Forage: 12, 16, 9, 11, 10, 14, 9, 15, 8, 7, 10, 9
Forage: 8, 12, 14, 12, 13, 15, 10, 12, 13, 9, 7, 9
Forage: 10, 14, 12, 9, 13, 8, 10, 13, 9, 10, 10, 8
Forage: 11, 13, 12, 9, 11, 12, 11, 10, 11, 9, 9, 6
Forage: 9, 16, 13, 13, 10, 8, 9, 13, 9, 12, 11, 10
Forage: 8, 16, 16, 11, 9, 7, 12, 7, 8, 10, 6, 9
Forage: 11, 11, 12, 12, 8, 9, 13, 13, 10, 11, 10, 8
Forage: 13, 12, 14, 10, 7, 14, 12, 8, 12, 9, 13, 6
Forage: 15, 11, 14, 11, 12, 10, 16, 7, 11, 9, 7, 9
Forage: 11, 14, 15, 13, 10, 10, 11, 13, 6, 10, 8, 12
Forage: 14, 11, 12, 12, 9, 11, 10, 11, 10, 13, 12, 9
Forage: 12, 12, 13, 10, 12, 14, 11, 15, 11, 11, 7, 11
Forage: 10, 16, 12, 9, 10, 6, 6, 8, 13, 8, 8, 8
Forage: 9, 15, 14, 9, 9, 6, 7, 8, 13, 6, 11, 12
Forage: 12, 11, 13, 13, 12, 8, 8, 11, 10, 9, 6, 9
Forage: 12, 16, 10, 11, 8, 10, 12, 8, 11, 10, 7, 9
Forage: 14, 12, 14, 12, 18, 7, 11, 8, 12, 6, 8, 10
Forage: 9, 12, 14, 13, 12, 10, 10, 13, 7, 9, 7, 8
Forage: 14, 15, 12, 13, 11, 13, 11, 9, 8, 7, 11, 9
Forage: 8, 11, 11, 13, 10, 11, 7, 11, 7, 9, 11, 11
Forage: 10, 13, 15, 13, 13, 8, 9, 15, 11, 9, 14, 9
Forage: 10, 11, 17, 10, 11, 9, 15, 15, 8, 9, 8, 7
Forage: 16, 14, 12, 14, 10, 9, 13, 10, 14, 10, 7, 11
Forage: 12, 13, 9, 10, 14, 9, 13, 13, 9, 11, 5, 12
Forage: 14, 25, 15, 13, 11, 8, 10, 10, 11, 8, 5, 12
Forage: 15, 15, 13, 9, 14, 10, 12, 6, 10, 9, 12, 7
Forage: 9, 12, 14, 12, 7, 9, 13, 11, 9, 6, 7, 11
Forage: 9, 12, 14, 7, 11, 14, 15, 8, 7, 9, 10, 10
Forage: 11, 15, 9, 11, 10, 11, 10, 8, 9, 10, 6, 11
Forage: 10, 17, 13, 10, 14, 7, 10, 10, 11, 12, 9, 9
Forage: 11, 15, 12, 15, 11, 11, 10, 9, 7, 8, 13, 10
Forage: 11, 9, 13, 11, 11, 12, 11, 7, 9, 10, 10, 8
Forage: 12, 14, 12, 10, 15, 12, 10, 13, 7, 12, 9, 9
Forage: 10, 14, 15, 11, 8, 13, 8, 11, 10, 9, 8, 12
Forage: 15, 13, 12, 8, 7, 5, 4, 2, 4, 4, 4, 2
Forage: 12, 6, 8, 3, 1, 1, 3, 6, 0, 2, 5, 6
Forage: 12, 15, 10, 8, 9, 13, 10, 11, 11, 9, 9, 1
Forage: 9, 14, 12, 12, 11, 11, 7, 1, 0, 0, 0, 0
Forage: 7, 14, 11, 11, 12, 12, 5, 2, 0, 0, 1, 2
Forage: 10, 15, 14, 10, 6, 12, 10, 7, 1, 1, 2, 4
Forage: 11, 14, 8, 8, 12, 9, 10, 10, 13, 8, 5, 9
Forage: 11, 12, 13, 8, 12, 9, 2, 2, 3, 5, 2, 6
Forage: 10, 15, 3, 5, 3, 2, 2, 5, 3, 3, 5, 4
Forage: 12, 11, 9, 9, 2, 3, 2, 2, 3, 1, 1, 1
Forage: 10, 13, 13, 12, 13, 9, 6, 3, 3, 1, 0, 4
Forage: 8, 12, 11, 11, 8, 13, 10, 9, 9, 10, 5, 5
Forage: 7, 14, 11, 14, 14, 12, 10, 9, 15, 9, 7, 10
Forage: 7, 15, 11, 14, 6, 11, 12, 9, 3, 4, 3, 1
Forage: 13, 13, 15, 17, 8, 9, 6, 3, 5, 2, 5, 3
Forage: 10, 10, 4, 0, 3, 3, 5, 2, 3, 7, 5, 4
Forage: 14, 14, 15, 15, 14, 8, 3, 3, 2, 3, 3, 5
Forage: 16, 10, 12, 5, 3, 3, 4, 6, 7, 7, 10, 7
Forage: 10, 13, 7, 4, 5, 2, 4, 2, 1, 2, 2, 0
Forage: 11, 10, 15, 13, 15, 6, 12, 6, 2, 3, 1, 2
Forage: 10, 12, 14, 10, 9, 5, 3, 5, 7, 5, 5, 1
Forage: 11, 17, 9, 2, 3, 1, 2, 2, 3, 4, 4, 7
Forage: 8, 14, 17, 7, 4, 6, 1, 3, 2, 3, 3, 3
Forage: 9, 14, 12, 4, 3, 4, 6, 6, 7, 2, 1, 3
Forage: 13, 14, 8, 18, 9, 5, 6, 4, 5, 5, 1, 2
Forage: 8, 15, 12, 11, 5, 3, 5, 7, 7, 5, 10, 7
Forage: 11, 13, 12, 12, 8, 11, 5, 1, 0, 4, 1, 2
Forage: 11, 15, 13, 12, 12, 10, 10, 8, 11, 4, 3, 2
Forage: 8, 12, 12, 5, 3, 2, 3, 3, 7, 4, 10, 7
Forage: 9, 6, 3, 3, 3, 1, 1, 3, 3, 2, 2, 1
Forage: 12, 12, 9, 9, 5, 3, 1, 3, 3, 2, 6, 1
Forage: 15, 14, 16, 13, 12, 6, 5, 2, 5, 5, 4, 5
Forage: 8, 14, 9, 10, 5, 3, 3, 5, 3, 2, 2, 6
Forage: 10, 12, 6, 4, 1, 3, 1, 4, 4, 2, 2, 3
Forage: 7, 16, 13, 12, 4, 2, 6, 3, 3, 5, 2, 4
Forage: 12, 19, 13, 11, 3, 1, 3, 2, 1, 2, 3, 4
Forage: 11, 14, 10, 0, 1, 2, 2, 3, 2, 1, 0, 0
Forage: 10, 12, 14, 11, 11, 10, 6, 1, 1, 3, 2, 2
Forage: 12, 14, 13, 8, 13, 10, 8, 10, 9, 9, 8, 9
Forage: 7, 12, 10, 7, 4, 3, 4, 3, 0, 2, 1, 1
Forage: 9, 12, 9, 4, 2, 2, 6, 2, 4, 6, 5, 5
Forage: 12, 13, 12, 7, 7, 10, 9, 10, 9, 4, 11, 10
Forage: 10, 13, 13, 7, 6, 3, 2, 0, 1, 3, 2, 6
Forage: 11, 11, 14, 3, 3, 1, 3, 5, 8, 4, 2, 1
Forage: 8, 14, 11, 6, 13, 14, 9, 12, 7, 6, 4, 3
Forage: 7, 15, 8, 4, 2, 2, 0, 1, 1, 2, 3, 5
Forage: 8, 14, 11, 15, 9, 6, 1, 1, 1, 5, 5, 6
Forage: 10, 11, 7, 12, 12, 12, 11, 6, 3, 4, 2, 2
Forage: 11, 9, 16, 10, 6, 10, 5, 11, 7, 7, 6, 5
Forage: 8, 8, 6, 1, 1, 0, 2, 1, 2, 4, 2, 4
Forage: 14, 16, 13, 13, 12, 14, 15, 11, 11, 12, 6, 10
Forage: 13, 16, 16, 18, 13, 17, 10, 14, 11, 14, 7, 8
Forage: 16, 15, 21, 12, 13, 15, 17, 14, 9, 12, 11, 8
Forage: 14, 17, 17, 10, 18, 12, 12, 12, 7, 12, 7, 6
Forage: 16, 19, 12, 15, 11, 14, 14, 6, 14, 7, 9, 7
Forage: 15, 17, 14, 15, 11, 16, 13, 11, 9, 8, 10, 9
Forage: 14, 18, 17, 15, 17, 17, 9, 11, 8, 9, 7, 9
Forage: 16, 17, 19, 16, 14, 14, 13, 12, 11, 14, 8, 11
Forage: 14, 16, 17, 12, 11, 10, 10, 7, 10, 10, 10, 5
Forage: 16, 15, 18, 14, 13, 13, 15, 10, 10, 10, 8, 9
Forage: 13, 16, 15, 15, 10, 15, 10, 11, 8, 11, 5, 5
Forage: 11, 16, 15, 16, 14, 16, 11, 13, 9, 8, 10, 3
Forage: 19, 21, 22, 16, 14, 14, 15, 7, 9, 13, 7, 7
Forage: 11, 14, 15, 14, 16, 13, 12, 13, 9, 7, 8, 13
Forage: 10, 16, 10, 10, 15, 12, 13, 10, 13, 8, 11, 9
